sku,day,demand,unit_cost,lead_time,lead_time_std
eid_gift_pack,188,23,800,10,3.0
eid_gift_pack,189,1,800,10,3.0
eid_gift_pack,190,0,800,10,3.0
eid_gift_pack,191,23,800,10,3.0
eid_gift_pack,192,1,800,10,3.0
eid_gift_pack,193,0,800,10,3.0
eid_gift_pack,194,0,800,10,3.0
eid_gift_pack,195,0,800,10,3.0
eid_gift_pack,196,1,800,10,3.0
eid_gift_pack,197,0,800,10,3.0
eid_gift_pack,198,0,800,10,3.0
eid_gift_pack,199,3,800,10,3.0
eid_gift_pack,200,1,800,10,3.0
eid_gift_pack,201,1,800,10,3.0
eid_gift_pack,202,0,800,10,3.0
eid_gift_pack,203,1,800,10,3.0
eid_gift_pack,204,21,800,10,3.0
eid_gift_pack,205,0,800,10,3.0
eid_gift_pack,206,0,800,10,3.0
eid_gift_pack,207,1,800,10,3.0
eid_gift_pack,208,1,800,10,3.0
eid_gift_pack,209,1,800,10,3.0
eid_gift_pack,210,1,800,10,3.0
eid_gift_pack,211,0,800,10,3.0
eid_gift_pack,212,0,800,10,3.0
eid_gift_pack,213,0,800,10,3.0
eid_gift_pack,214,0,800,10,3.0
eid_gift_pack,215,2,800,10,3.0
eid_gift_pack,216,0,800,10,3.0
eid_gift_pack,217,0,800,10,3.0
eid_gift_pack,218,2,800,10,3.0
eid_gift_pack,219,16,800,10,3.0
eid_gift_pack,220,2,800,10,3.0
eid_gift_pack,221,0,800,10,3.0
eid_gift_pack,222,1,800,10,3.0
eid_gift_pack,223,1,800,10,3.0
eid_gift_pack,224,2,800,10,3.0
eid_gift_pack,225,0,800,10,3.0
eid_gift_pack,226,1,800,10,3.0
eid_gift_pack,227,0,800,10,3.0
eid_gift_pack,228,0,800,10,3.0
eid_gift_pack,229,0,800,10,3.0
eid_gift_pack,230,20,800,10,3.0
eid_gift_pack,231,0,800,10,3.0
eid_gift_pack,232,0,800,10,3.0
eid_gift_pack,233,0,800,10,3.0
eid_gift_pack,234,0,800,10,3.0
eid_gift_pack,235,1,800,10,3.0
eid_gift_pack,236,0,800,10,3.0
eid_gift_pack,237,1,800,10,3.0
eid_gift_pack,238,1,800,10,3.0
eid_gift_pack,239,0,800,10,3.0
eid_gift_pack,240,0,800,10,3.0
eid_gift_pack,241,2,800,10,3.0
eid_gift_pack,242,0,800,10,3.0
eid_gift_pack,243,0,800,10,3.0
eid_gift_pack,244,1,800,10,3.0
eid_gift_pack,245,2,800,10,3.0
eid_gift_pack,246,1,800,10,3.0
eid_gift_pack,247,0,800,10,3.0
eid_gift_pack,248,1,800,10,3.0
eid_gift_pack,249,1,800,10,3.0
eid_gift_pack,250,1,800,10,3.0
eid_gift_pack,251,0,800,10,3.0
eid_gift_pack,252,2,800,10,3.0
eid_gift_pack,253,1,800,10,3.0
eid_gift_pack,254,1,800,10,3.0
eid_gift_pack,255,0,800,10,3.0
eid_gift_pack,256,0,800,10,3.0
eid_gift_pack,257,3,800,10,3.0
eid_gift_pack,258,1,800,10,3.0
eid_gift_pack,259,0,800,10,3.0
eid_gift_pack,260,0,800,10,3.0
eid_gift_pack,261,2,800,10,3.0
eid_gift_pack,262,1,800,10,3.0
eid_gift_pack,263,0,800,10,3.0
eid_gift_pack,264,0,800,10,3.0
eid_gift_pack,265,0,800,10,3.0
eid_gift_pack,266,0,800,10,3.0
eid_gift_pack,267,19,800,10,3.0
eid_gift_pack,268,0,800,10,3.0
eid_gift_pack,269,0,800,10,3.0
eid_gift_pack,270,0,800,10,3.0
eid_gift_pack,271,0,800,10,3.0
eid_gift_pack,272,16,800,10,3.0
eid_gift_pack,273,0,800,10,3.0
eid_gift_pack,274,0,800,10,3.0
eid_gift_pack,275,1,800,10,3.0
eid_gift_pack,276,0,800,10,3.0
eid_gift_pack,277,0,800,10,3.0
eid_gift_pack,278,0,800,10,3.0
eid_gift_pack,279,0,800,10,3.0
eid_gift_pack,280,0,800,10,3.0
eid_gift_pack,281,1,800,10,3.0
eid_gift_pack,282,1,800,10,3.0
eid_gift_pack,283,0,800,10,3.0
eid_gift_pack,284,0,800,10,3.0
eid_gift_pack,285,0,800,10,3.0
eid_gift_pack,286,0,800,10,3.0
eid_gift_pack,287,1,800,10,3.0
eid_gift_pack,288,1,800,10,3.0
eid_gift_pack,289,0,800,10,3.0
eid_gift_pack,290,0,800,10,3.0
eid_gift_pack,291,0,800,10,3.0
eid_gift_pack,292,0,800,10,3.0
eid_gift_pack,293,3,800,10,3.0
eid_gift_pack,294,16,800,10,3.0
eid_gift_pack,295,2,800,10,3.0
eid_gift_pack,296,2,800,10,3.0
eid_gift_pack,297,1,800,10,3.0
eid_gift_pack,298,2,800,10,3.0
eid_gift_pack,299,0,800,10,3.0
eid_gift_pack,300,0,800,10,3.0
eid_gift_pack,301,0,800,10,3.0
eid_gift_pack,302,0,800,10,3.0
eid_gift_pack,303,1,800,10,3.0
eid_gift_pack,304,1,800,10,3.0
eid_gift_pack,305,0,800,10,3.0
eid_gift_pack,306,0,800,10,3.0
eid_gift_pack,307,1,800,10,3.0
eid_gift_pack,308,0,800,10,3.0
eid_gift_pack,309,0,800,10,3.0
eid_gift_pack,310,1,800,10,3.0
eid_gift_pack,311,1,800,10,3.0
eid_gift_pack,312,23,800,10,3.0
eid_gift_pack,313,0,800,10,3.0
eid_gift_pack,314,0,800,10,3.0
eid_gift_pack,315,0,800,10,3.0
eid_gift_pack,316,1,800,10,3.0
eid_gift_pack,317,0,800,10,3.0
eid_gift_pack,318,26,800,10,3.0
eid_gift_pack,319,1,800,10,3.0
eid_gift_pack,320,23,800,10,3.0
eid_gift_pack,321,2,800,10,3.0
eid_gift_pack,322,0,800,10,3.0
eid_gift_pack,323,0,800,10,3.0
eid_gift_pack,324,0,800,10,3.0
eid_gift_pack,325,0,800,10,3.0
eid_gift_pack,326,1,800,10,3.0
eid_gift_pack,327,0,800,10,3.0
eid_gift_pack,328,1,800,10,3.0
eid_gift_pack,329,1,800,10,3.0
eid_gift_pack,330,2,800,10,3.0
eid_gift_pack,331,0,800,10,3.0
eid_gift_pack,332,0,800,10,3.0
eid_gift_pack,333,18,800,10,3.0
eid_gift_pack,334,1,800,10,3.0
eid_gift_pack,335,1,800,10,3.0
eid_gift_pack,336,0,800,10,3.0
eid_gift_pack,337,1,800,10,3.0
eid_gift_pack,338,1,800,10,3.0
eid_gift_pack,339,0,800,10,3.0
eid_gift_pack,340,1,800,10,3.0
eid_gift_pack,341,0,800,10,3.0
eid_gift_pack,342,0,800,10,3.0
eid_gift_pack,343,0,800,10,3.0
eid_gift_pack,344,1,800,10,3.0
eid_gift_pack,345,23,800,10,3.0
eid_gift_pack,346,0,800,10,3.0
eid_gift_pack,347,1,800,10,3.0
eid_gift_pack,348,2,800,10,3.0
eid_gift_pack,349,2,800,10,3.0
eid_gift_pack,350,0,800,10,3.0
eid_gift_pack,351,2,800,10,3.0
eid_gift_pack,352,1,800,10,3.0
eid_gift_pack,353,2,800,10,3.0
eid_gift_pack,354,0,800,10,3.0
eid_gift_pack,355,0,800,10,3.0
eid_gift_pack,356,1,800,10,3.0
eid_gift_pack,357,1,800,10,3.0
eid_gift_pack,358,0,800,10,3.0
eid_gift_pack,359,1,800,10,3.0
eid_gift_pack,360,1,800,10,3.0
eid_gift_pack,361,1,800,10,3.0
eid_gift_pack,362,2,800,10,3.0
eid_gift_pack,363,27,800,10,3.0
eid_gift_pack,364,0,800,10,3.0
eid_gift_pack,365,16,800,10,3.0
eid_gift_pack,366,0,800,10,3.0
eid_gift_pack,367,0,800,10,3.0
eid_gift_pack,368,1,800,10,3.0
eid_gift_pack,369,1,800,10,3.0
eid_gift_pack,370,2,800,10,3.0
eid_gift_pack,371,0,800,10,3.0
eid_gift_pack,372,0,800,10,3.0
eid_gift_pack,373,1,800,10,3.0
eid_gift_pack,374,2,800,10,3.0
eid_gift_pack,375,1,800,10,3.0
eid_gift_pack,376,1,800,10,3.0
eid_gift_pack,377,2,800,10,3.0
eid_gift_pack,378,1,800,10,3.0
eid_gift_pack,379,1,800,10,3.0
eid_gift_pack,380,1,800,10,3.0
eid_gift_pack,381,0,800,10,3.0
eid_gift_pack,382,1,800,10,3.0
eid_gift_pack,383,3,800,10,3.0
eid_gift_pack,384,28,800,10,3.0
eid_gift_pack,385,0,800,10,3.0
eid_gift_pack,386,1,800,10,3.0
eid_gift_pack,387,0,800,10,3.0
eid_gift_pack,388,0,800,10,3.0
eid_gift_pack,389,24,800,10,3.0
eid_gift_pack,390,1,800,10,3.0
eid_gift_pack,391,0,800,10,3.0
eid_gift_pack,392,1,800,10,3.0
eid_gift_pack,393,2,800,10,3.0
eid_gift_pack,394,1,800,10,3.0
eid_gift_pack,395,1,800,10,3.0
eid_gift_pack,396,0,800,10,3.0
eid_gift_pack,397,1,800,10,3.0
eid_gift_pack,398,3,800,10,3.0
eid_gift_pack,399,0,800,10,3.0
eid_gift_pack,400,1,800,10,3.0
eid_gift_pack,401,0,800,10,3.0
eid_gift_pack,402,2,800,10,3.0
eid_gift_pack,403,0,800,10,3.0
eid_gift_pack,404,0,800,10,3.0
eid_gift_pack,405,1,800,10,3.0
eid_gift_pack,406,25,800,10,3.0
eid_gift_pack,407,0,800,10,3.0
eid_gift_pack,408,0,800,10,3.0
eid_gift_pack,409,0,800,10,3.0
eid_gift_pack,410,0,800,10,3.0
eid_gift_pack,411,1,800,10,3.0
eid_gift_pack,412,1,800,10,3.0
eid_gift_pack,413,1,800,10,3.0
eid_gift_pack,414,0,800,10,3.0
eid_gift_pack,415,0,800,10,3.0
eid_gift_pack,416,0,800,10,3.0
eid_gift_pack,417,0,800,10,3.0
eid_gift_pack,418,2,800,10,3.0
eid_gift_pack,419,0,800,10,3.0
eid_gift_pack,420,1,800,10,3.0
eid_gift_pack,421,0,800,10,3.0
eid_gift_pack,422,1,800,10,3.0
eid_gift_pack,423,1,800,10,3.0
eid_gift_pack,424,0,800,10,3.0
eid_gift_pack,425,0,800,10,3.0
eid_gift_pack,426,1,800,10,3.0
eid_gift_pack,427,2,800,10,3.0
eid_gift_pack,428,0,800,10,3.0
eid_gift_pack,429,0,800,10,3.0
eid_gift_pack,430,0,800,10,3.0
eid_gift_pack,431,1,800,10,3.0
eid_gift_pack,432,0,800,10,3.0
eid_gift_pack,433,1,800,10,3.0
eid_gift_pack,434,0,800,10,3.0
eid_gift_pack,435,0,800,10,3.0
eid_gift_pack,436,1,800,10,3.0
eid_gift_pack,437,0,800,10,3.0
eid_gift_pack,438,1,800,10,3.0
eid_gift_pack,439,0,800,10,3.0
eid_gift_pack,440,0,800,10,3.0
eid_gift_pack,441,0,800,10,3.0
eid_gift_pack,442,0,800,10,3.0
eid_gift_pack,443,0,800,10,3.0
eid_gift_pack,444,1,800,10,3.0
eid_gift_pack,445,1,800,10,3.0
eid_gift_pack,446,0,800,10,3.0
eid_gift_pack,447,0,800,10,3.0
eid_gift_pack,448,0,800,10,3.0
eid_gift_pack,449,0,800,10,3.0
eid_gift_pack,450,0,800,10,3.0
eid_gift_pack,451,28,800,10,3.0
eid_gift_pack,452,1,800,10,3.0
eid_gift_pack,453,1,800,10,3.0
eid_gift_pack,454,0,800,10,3.0
eid_gift_pack,455,28,800,10,3.0
eid_gift_pack,456,0,800,10,3.0
eid_gift_pack,457,0,800,10,3.0
eid_gift_pack,458,2,800,10,3.0
eid_gift_pack,459,0,800,10,3.0
eid_gift_pack,460,0,800,10,3.0
eid_gift_pack,461,0,800,10,3.0
eid_gift_pack,462,1,800,10,3.0
eid_gift_pack,463,2,800,10,3.0
eid_gift_pack,464,1,800,10,3.0
eid_gift_pack,465,25,800,10,3.0
eid_gift_pack,466,14,800,10,3.0
eid_gift_pack,467,1,800,10,3.0
eid_gift_pack,468,1,800,10,3.0
eid_gift_pack,469,0,800,10,3.0
eid_gift_pack,470,0,800,10,3.0
eid_gift_pack,471,18,800,10,3.0
eid_gift_pack,472,0,800,10,3.0
eid_gift_pack,473,0,800,10,3.0
eid_gift_pack,474,2,800,10,3.0
eid_gift_pack,475,32,800,10,3.0
eid_gift_pack,476,1,800,10,3.0
eid_gift_pack,477,0,800,10,3.0
eid_gift_pack,478,1,800,10,3.0
eid_gift_pack,479,0,800,10,3.0
eid_gift_pack,480,2,800,10,3.0
eid_gift_pack,481,1,800,10,3.0
eid_gift_pack,482,0,800,10,3.0
eid_gift_pack,483,1,800,10,3.0
eid_gift_pack,484,1,800,10,3.0
eid_gift_pack,485,0,800,10,3.0
eid_gift_pack,486,0,800,10,3.0
eid_gift_pack,487,0,800,10,3.0
eid_gift_pack,488,2,800,10,3.0
eid_gift_pack,489,0,800,10,3.0
eid_gift_pack,490,0,800,10,3.0
eid_gift_pack,491,0,800,10,3.0
eid_gift_pack,492,0,800,10,3.0
eid_gift_pack,493,2,800,10,3.0
eid_gift_pack,494,0,800,10,3.0
eid_gift_pack,495,1,800,10,3.0
eid_gift_pack,496,0,800,10,3.0
eid_gift_pack,497,0,800,10,3.0
eid_gift_pack,498,0,800,10,3.0
eid_gift_pack,499,0,800,10,3.0
eid_gift_pack,500,1,800,10,3.0
eid_gift_pack,501,1,800,10,3.0
eid_gift_pack,502,1,800,10,3.0
eid_gift_pack,503,0,800,10,3.0
eid_gift_pack,504,23,800,10,3.0
eid_gift_pack,505,0,800,10,3.0
eid_gift_pack,506,0,800,10,3.0
eid_gift_pack,507,1,800,10,3.0
eid_gift_pack,508,0,800,10,3.0
eid_gift_pack,509,0,800,10,3.0
eid_gift_pack,510,2,800,10,3.0
eid_gift_pack,511,1,800,10,3.0
eid_gift_pack,512,1,800,10,3.0
eid_gift_pack,513,1,800,10,3.0
eid_gift_pack,514,0,800,10,3.0
eid_gift_pack,515,36,800,10,3.0
eid_gift_pack,516,0,800,10,3.0
eid_gift_pack,517,0,800,10,3.0
eid_gift_pack,518,2,800,10,3.0
eid_gift_pack,519,0,800,10,3.0
eid_gift_pack,520,0,800,10,3.0
eid_gift_pack,521,0,800,10,3.0
eid_gift_pack,522,1,800,10,3.0
eid_gift_pack,523,0,800,10,3.0
eid_gift_pack,524,0,800,10,3.0
eid_gift_pack,525,1,800,10,3.0
eid_gift_pack,526,1,800,10,3.0
eid_gift_pack,527,0,800,10,3.0
eid_gift_pack,528,1,800,10,3.0
eid_gift_pack,529,1,800,10,3.0
eid_gift_pack,530,2,800,10,3.0
eid_gift_pack,531,0,800,10,3.0
eid_gift_pack,532,2,800,10,3.0
eid_gift_pack,533,0,800,10,3.0
eid_gift_pack,534,1,800,10,3.0
eid_gift_pack,535,1,800,10,3.0
eid_gift_pack,536,0,800,10,3.0
eid_gift_pack,537,1,800,10,3.0
eid_gift_pack,538,0,800,10,3.0
eid_gift_pack,539,1,800,10,3.0
eid_gift_pack,540,0,800,10,3.0
eid_gift_pack,541,1,800,10,3.0
eid_gift_pack,542,1,800,10,3.0
eid_gift_pack,543,18,800,10,3.0
eid_gift_pack,544,22,800,10,3.0
eid_gift_pack,545,1,800,10,3.0
eid_gift_pack,546,3,800,10,3.0
eid_gift_pack,547,0,800,10,3.0
eid_gift_pack,548,2,800,10,3.0
eid_gift_pack,549,0,800,10,3.0
eid_gift_pack,550,0,800,10,3.0
eid_gift_pack,551,1,800,10,3.0
eid_gift_pack,552,0,800,10,3.0
eid_gift_pack,553,1,800,10,3.0
eid_gift_pack,554,0,800,10,3.0
eid_gift_pack,555,0,800,10,3.0
eid_gift_pack,556,0,800,10,3.0
eid_gift_pack,557,3,800,10,3.0
eid_gift_pack,558,1,800,10,3.0
eid_gift_pack,559,1,800,10,3.0
eid_gift_pack,560,0,800,10,3.0
eid_gift_pack,561,2,800,10,3.0
eid_gift_pack,562,1,800,10,3.0
eid_gift_pack,563,0,800,10,3.0
eid_gift_pack,564,0,800,10,3.0
eid_gift_pack,565,0,800,10,3.0
eid_gift_pack,566,1,800,10,3.0
eid_gift_pack,567,0,800,10,3.0
eid_gift_pack,568,0,800,10,3.0
eid_gift_pack,569,2,800,10,3.0
eid_gift_pack,570,0,800,10,3.0
eid_gift_pack,571,1,800,10,3.0
eid_gift_pack,572,0,800,10,3.0
eid_gift_pack,573,0,800,10,3.0
eid_gift_pack,574,0,800,10,3.0
eid_gift_pack,575,0,800,10,3.0
eid_gift_pack,576,0,800,10,3.0
eid_gift_pack,577,0,800,10,3.0
eid_gift_pack,578,0,800,10,3.0
eid_gift_pack,579,1,800,10,3.0
eid_gift_pack,580,0,800,10,3.0
eid_gift_pack,581,1,800,10,3.0
eid_gift_pack,582,0,800,10,3.0
eid_gift_pack,583,0,800,10,3.0
eid_gift_pack,584,0,800,10,3.0
eid_gift_pack,585,0,800,10,3.0
eid_gift_pack,586,0,800,10,3.0
eid_gift_pack,587,0,800,10,3.0
eid_gift_pack,588,2,800,10,3.0
eid_gift_pack,589,0,800,10,3.0
eid_gift_pack,590,0,800,10,3.0
eid_gift_pack,591,2,800,10,3.0
eid_gift_pack,592,0,800,10,3.0
eid_gift_pack,593,0,800,10,3.0
eid_gift_pack,594,2,800,10,3.0
eid_gift_pack,595,1,800,10,3.0
eid_gift_pack,596,2,800,10,3.0
eid_gift_pack,597,0,800,10,3.0
eid_gift_pack,598,1,800,10,3.0
eid_gift_pack,599,1,800,10,3.0
eid_gift_pack,600,1,800,10,3.0
eid_gift_pack,601,0,800,10,3.0
eid_gift_pack,602,0,800,10,3.0
eid_gift_pack,603,0,800,10,3.0
eid_gift_pack,604,0,800,10,3.0
eid_gift_pack,605,1,800,10,3.0
eid_gift_pack,606,0,800,10,3.0
eid_gift_pack,607,24,800,10,3.0
eid_gift_pack,608,0,800,10,3.0
eid_gift_pack,609,2,800,10,3.0
eid_gift_pack,610,3,800,10,3.0
eid_gift_pack,611,0,800,10,3.0
eid_gift_pack,612,0,800,10,3.0
eid_gift_pack,613,2,800,10,3.0
eid_gift_pack,614,0,800,10,3.0
eid_gift_pack,615,2,800,10,3.0
eid_gift_pack,616,1,800,10,3.0
eid_gift_pack,617,0,800,10,3.0
eid_gift_pack,618,18,800,10,3.0
eid_gift_pack,619,2,800,10,3.0
eid_gift_pack,620,0,800,10,3.0
eid_gift_pack,621,0,800,10,3.0
eid_gift_pack,622,0,800,10,3.0
eid_gift_pack,623,0,800,10,3.0
eid_gift_pack,624,0,800,10,3.0
eid_gift_pack,625,0,800,10,3.0
eid_gift_pack,626,0,800,10,3.0
eid_gift_pack,627,0,800,10,3.0
eid_gift_pack,628,1,800,10,3.0
eid_gift_pack,629,2,800,10,3.0
eid_gift_pack,630,0,800,10,3.0
eid_gift_pack,631,0,800,10,3.0
eid_gift_pack,632,1,800,10,3.0
eid_gift_pack,633,0,800,10,3.0
eid_gift_pack,634,0,800,10,3.0
eid_gift_pack,635,0,800,10,3.0
eid_gift_pack,636,0,800,10,3.0
eid_gift_pack,637,1,800,10,3.0
eid_gift_pack,638,0,800,10,3.0
eid_gift_pack,639,1,800,10,3.0
eid_gift_pack,640,1,800,10,3.0
eid_gift_pack,641,0,800,10,3.0
eid_gift_pack,642,1,800,10,3.0
eid_gift_pack,643,0,800,10,3.0
eid_gift_pack,644,2,800,10,3.0
eid_gift_pack,645,0,800,10,3.0
eid_gift_pack,646,0,800,10,3.0
eid_gift_pack,647,1,800,10,3.0
eid_gift_pack,648,0,800,10,3.0
eid_gift_pack,649,1,800,10,3.0
eid_gift_pack,650,0,800,10,3.0
eid_gift_pack,651,0,800,10,3.0
eid_gift_pack,652,0,800,10,3.0
eid_gift_pack,653,1,800,10,3.0
eid_gift_pack,654,17,800,10,3.0
eid_gift_pack,655,0,800,10,3.0
eid_gift_pack,656,0,800,10,3.0
eid_gift_pack,657,0,800,10,3.0
eid_gift_pack,658,0,800,10,3.0
eid_gift_pack,659,1,800,10,3.0
eid_gift_pack,660,0,800,10,3.0
eid_gift_pack,661,1,800,10,3.0
eid_gift_pack,662,1,800,10,3.0
eid_gift_pack,663,0,800,10,3.0
eid_gift_pack,664,1,800,10,3.0
eid_gift_pack,665,0,800,10,3.0
eid_gift_pack,666,0,800,10,3.0
eid_gift_pack,667,1,800,10,3.0
eid_gift_pack,668,0,800,10,3.0
eid_gift_pack,669,1,800,10,3.0
eid_gift_pack,670,0,800,10,3.0
eid_gift_pack,671,0,800,10,3.0
eid_gift_pack,672,0,800,10,3.0
eid_gift_pack,673,0,800,10,3.0
eid_gift_pack,674,0,800,10,3.0
eid_gift_pack,675,0,800,10,3.0
eid_gift_pack,676,0,800,10,3.0
eid_gift_pack,677,0,800,10,3.0
eid_gift_pack,678,1,800,10,3.0
eid_gift_pack,679,2,800,10,3.0
eid_gift_pack,680,2,800,10,3.0
eid_gift_pack,681,1,800,10,3.0
eid_gift_pack,682,1,800,10,3.0
eid_gift_pack,683,0,800,10,3.0
eid_gift_pack,684,0,800,10,3.0
eid_gift_pack,685,1,800,10,3.0
eid_gift_pack,686,0,800,10,3.0
eid_gift_pack,687,0,800,10,3.0
eid_gift_pack,688,0,800,10,3.0
eid_gift_pack,689,2,800,10,3.0
eid_gift_pack,690,0,800,10,3.0
eid_gift_pack,691,0,800,10,3.0
eid_gift_pack,692,0,800,10,3.0
eid_gift_pack,693,2,800,10,3.0
eid_gift_pack,694,1,800,10,3.0
eid_gift_pack,695,1,800,10,3.0
eid_gift_pack,696,1,800,10,3.0
eid_gift_pack,697,1,800,10,3.0
eid_gift_pack,698,0,800,10,3.0
eid_gift_pack,699,0,800,10,3.0
eid_gift_pack,700,0,800,10,3.0
eid_gift_pack,701,0,800,10,3.0
eid_gift_pack,702,1,800,10,3.0
eid_gift_pack,703,20,800,10,3.0
eid_gift_pack,704,1,800,10,3.0
eid_gift_pack,705,0,800,10,3.0
eid_gift_pack,706,0,800,10,3.0
eid_gift_pack,707,0,800,10,3.0
eid_gift_pack,708,0,800,10,3.0
eid_gift_pack,709,2,800,10,3.0
eid_gift_pack,710,17,800,10,3.0
eid_gift_pack,711,27,800,10,3.0
eid_gift_pack,712,0,800,10,3.0
eid_gift_pack,713,1,800,10,3.0
eid_gift_pack,714,0,800,10,3.0
eid_gift_pack,715,0,800,10,3.0
eid_gift_pack,716,0,800,10,3.0
eid_gift_pack,717,1,800,10,3.0
eid_gift_pack,718,0,800,10,3.0
eid_gift_pack,719,0,800,10,3.0
eid_gift_pack,720,0,800,10,3.0
eid_gift_pack,721,0,800,10,3.0
eid_gift_pack,722,0,800,10,3.0
eid_gift_pack,723,1,800,10,3.0
eid_gift_pack,724,1,800,10,3.0
eid_gift_pack,725,2,800,10,3.0
eid_gift_pack,726,0,800,10,3.0
eid_gift_pack,727,1,800,10,3.0
eid_gift_pack,728,1,800,10,3.0
eid_gift_pack,729,0,800,10,3.0
premium_perfume,0,0,1200,12,4.0
premium_perfume,1,0,1200,12,4.0
premium_perfume,2,0,1200,12,4.0
premium_perfume,3,1,1200,12,4.0
premium_perfume,4,1,1200,12,4.0
premium_perfume,5,0,1200,12,4.0
premium_perfume,6,2,1200,12,4.0
premium_perfume,7,0,1200,12,4.0
premium_perfume,8,0,1200,12,4.0
premium_perfume,9,0,1200,12,4.0
premium_perfume,10,0,1200,12,4.0
premium_perfume,11,0,1200,12,4.0
premium_perfume,12,1,1200,12,4.0
premium_perfume,13,0,1200,12,4.0
premium_perfume,14,0,1200,12,4.0
premium_perfume,15,1,1200,12,4.0
premium_perfume,16,0,1200,12,4.0
premium_perfume,17,0,1200,12,4.0
premium_perfume,18,15,1200,12,4.0
premium_perfume,19,1,1200,12,4.0
premium_perfume,20,1,1200,12,4.0
premium_perfume,21,0,1200,12,4.0
premium_perfume,22,0,1200,12,4.0
premium_perfume,23,0,1200,12,4.0
premium_perfume,24,0,1200,12,4.0
premium_perfume,25,0,1200,12,4.0
premium_perfume,26,1,1200,12,4.0
premium_perfume,27,1,1200,12,4.0
premium_perfume,28,0,1200,12,4.0
premium_perfume,29,2,1200,12,4.0
premium_perfume,30,1,1200,12,4.0
premium_perfume,31,0,1200,12,4.0
premium_perfume,32,0,1200,12,4.0
premium_perfume,33,0,1200,12,4.0
premium_perfume,34,0,1200,12,4.0
premium_perfume,35,0,1200,12,4.0
premium_perfume,36,2,1200,12,4.0
premium_perfume,37,1,1200,12,4.0
premium_perfume,38,0,1200,12,4.0
premium_perfume,39,0,1200,12,4.0
premium_perfume,40,0,1200,12,4.0
premium_perfume,41,0,1200,12,4.0
premium_perfume,42,0,1200,12,4.0
premium_perfume,43,0,1200,12,4.0
premium_perfume,44,0,1200,12,4.0
premium_perfume,45,0,1200,12,4.0
premium_perfume,46,0,1200,12,4.0
premium_perfume,47,0,1200,12,4.0
premium_perfume,48,1,1200,12,4.0
premium_perfume,49,1,1200,12,4.0
premium_perfume,50,0,1200,12,4.0
premium_perfume,51,0,1200,12,4.0
premium_perfume,52,0,1200,12,4.0
premium_perfume,53,0,1200,12,4.0
premium_perfume,54,0,1200,12,4.0
premium_perfume,55,2,1200,12,4.0
premium_perfume,56,0,1200,12,4.0
premium_perfume,57,0,1200,12,4.0
premium_perfume,58,1,1200,12,4.0
premium_perfume,59,0,1200,12,4.0
premium_perfume,60,1,1200,12,4.0
premium_perfume,61,0,1200,12,4.0
premium_perfume,62,0,1200,12,4.0
premium_perfume,63,0,1200,12,4.0
premium_perfume,64,0,1200,12,4.0
premium_perfume,65,0,1200,12,4.0
premium_perfume,66,19,1200,12,4.0
premium_perfume,67,1,1200,12,4.0
premium_perfume,68,1,1200,12,4.0
premium_perfume,69,1,1200,12,4.0
premium_perfume,70,1,1200,12,4.0
premium_perfume,71,0,1200,12,4.0
premium_perfume,72,0,1200,12,4.0
premium_perfume,73,0,1200,12,4.0
premium_perfume,74,3,1200,12,4.0
premium_perfume,75,1,1200,12,4.0
premium_perfume,76,18,1200,12,4.0
premium_perfume,77,0,1200,12,4.0
premium_perfume,78,0,1200,12,4.0
premium_perfume,79,0,1200,12,4.0
premium_perfume,80,0,1200,12,4.0
premium_perfume,81,1,1200,12,4.0
premium_perfume,82,0,1200,12,4.0
premium_perfume,83,18,1200,12,4.0
premium_perfume,84,2,1200,12,4.0
premium_perfume,85,0,1200,12,4.0
premium_perfume,86,0,1200,12,4.0
premium_perfume,87,0,1200,12,4.0
premium_perfume,88,0,1200,12,4.0
premium_perfume,89,0,1200,12,4.0
premium_perfume,90,10,1200,12,4.0
premium_perfume,91,0,1200,12,4.0
premium_perfume,92,1,1200,12,4.0
premium_perfume,93,0,1200,12,4.0
premium_perfume,94,0,1200,12,4.0
premium_perfume,95,0,1200,12,4.0
premium_perfume,96,0,1200,12,4.0
premium_perfume,97,0,1200,12,4.0
premium_perfume,98,0,1200,12,4.0
premium_perfume,99,0,1200,12,4.0
premium_perfume,100,18,1200,12,4.0
premium_perfume,101,1,1200,12,4.0
premium_perfume,102,0,1200,12,4.0
premium_perfume,103,0,1200,12,4.0
premium_perfume,104,0,1200,12,4.0
premium_perfume,105,0,1200,12,4.0
premium_perfume,106,0,1200,12,4.0
premium_perfume,107,0,1200,12,4.0
premium_perfume,108,0,1200,12,4.0
premium_perfume,109,1,1200,12,4.0
premium_perfume,110,1,1200,12,4.0
premium_perfume,111,0,1200,12,4.0
premium_perfume,112,1,1200,12,4.0
premium_perfume,113,0,1200,12,4.0
premium_perfume,114,1,1200,12,4.0
premium_perfume,115,0,1200,12,4.0
premium_perfume,116,0,1200,12,4.0
premium_perfume,117,0,1200,12,4.0
premium_perfume,118,0,1200,12,4.0
premium_perfume,119,0,1200,12,4.0
premium_perfume,120,1,1200,12,4.0
premium_perfume,121,0,1200,12,4.0
premium_perfume,122,0,1200,12,4.0
premium_perfume,123,1,1200,12,4.0
premium_perfume,124,0,1200,12,4.0
premium_perfume,125,0,1200,12,4.0
premium_perfume,126,3,1200,12,4.0
premium_perfume,127,0,1200,12,4.0
premium_perfume,128,0,1200,12,4.0
